,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Year
377,200501BS70387,524940,179230,-0.201473,51.498157,1,3,2,1,17-07-2005,1,20:15,12,E09000020,3,315,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002817,2005
378,200501BS70388,525480,179530,-0.193591,51.500733,1,2,2,1,21-07-2005,5,12:30,12,E09000020,3,315,Dual carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002816,2005
379,200501BS70389,524800,180300,-0.20311,51.507804,1,2,1,1,22-07-2005,6,23:32,12,E09000020,3,402,Dual carriageway,30,Automatic traffic signal,4,450,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002871,2005
380,200501BS70391,524720,179100,-0.204686,51.497037,1,2,2,1,25-07-2005,2,09:50,12,E09000020,3,315,Single carriageway,30,Automatic traffic signal,3,3220,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002867,2005
381,200501BS70392,527310,178880,-0.167474,51.494483,1,3,2,1,29-06-2005,4,16:00,12,E09000020,5,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002821,2005
382,200501BS70393,525040,178840,-0.200171,51.49463,1,3,2,1,02-08-2005,3,14:40,12,E09000020,3,3220,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002815,2005
383,200501BS70394,526720,178810,-0.175994,51.493986,1,3,2,1,29-06-2005,4,11:44,12,E09000020,5,0,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002820,2005
384,200501BS70395,524720,179110,-0.204683,51.497127,1,3,2,1,03-08-2005,4,19:20,12,E09000020,3,3220,One way street,30,Automatic traffic signal,3,315,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002867,2005
385,200501BS70396,526880,178460,-0.173816,51.490805,1,3,1,1,28-07-2005,5,16:43,12,E09000020,3,308,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002822,2005
386,200501BS70398,526670,177870,-0.177051,51.48555,1,3,2,1,28-07-2005,5,16:14,12,E09000020,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002911,2005
387,200501BS70399,526160,177690,-0.184456,51.484046,1,2,2,1,05-02-2005,7,08:00,12,E09000020,3,3220,Single carriageway,30,Automatic traffic signal,3,308,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002897,2005
388,200501BS70400,527600,179480,-0.163082,51.49981,1,3,1,1,20-07-2005,4,11:30,12,E09000020,3,4,Single carriageway,30,Giveway or uncontrolled,3,4,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002819,2005
389,200501BS70401,525310,178390,-0.196443,51.490526,1,3,1,1,23-07-2005,7,12:54,12,E09000020,3,3220,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002847,2005
390,200501BS70402,525300,179430,-0.196218,51.499875,1,3,2,1,27-07-2005,4,09:50,12,E09000020,3,315,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,No,E01002865,2005
391,200501BS70403,527080,177550,-0.171264,51.482582,1,3,2,1,13-07-2005,4,17:30,12,E09000020,3,3212,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002844,2005
392,200501BS70404,525030,179280,-0.200159,51.498586,1,3,2,1,19-07-2005,3,14:00,12,E09000020,3,315,Single carriageway,30,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002865,2005
393,200501BS70405,527420,179180,-0.165782,51.497154,1,3,1,1,27-07-2005,4,14:00,12,E09000020,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,No,E01002819,2005
394,200501BS70406,523510,181070,-0.221419,51.515007,1,3,2,1,28-07-2005,5,08:25,11,E09000013,3,3220,Roundabout,30,Automatic traffic signal,3,40,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002877,2005
395,200501BS70407,523770,180760,-0.217783,51.512165,1,3,2,1,26-07-2005,3,08:16,12,E09000020,5,0,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002870,2005
396,200501BS70408,526260,177770,-0.182988,51.484743,1,3,2,1,03-08-2005,4,13:00,12,E09000020,3,308,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002912,2005
397,200501BS70409,525990,178480,-0.186622,51.491184,1,3,2,1,28-07-2005,5,21:30,12,E09000020,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01002898,2005
398,200501BS70410,527900,178840,-0.158994,51.49399,1,3,2,1,29-07-2005,6,13:27,12,E09000020,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002859,2005
399,200501BS70411,526490,177260,-0.17986,51.480108,1,2,1,1,28-07-2005,5,23:07,12,E09000020,3,3220,Single carriageway,30,Giveway or uncontrolled,3,3220,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002841,2005
400,200501BS70412,527730,179650,-0.161149,51.501308,1,3,2,1,27-07-2005,4,12:50,1,E09000033,3,4,Single carriageway,30,Giveway or uncontrolled,3,315,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002818,2005
401,200501BS70413,526440,179330,-0.179839,51.498722,1,3,2,1,16-07-2005,7,15:20,12,E09000020,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002892,2005
402,200501BS70414,525000,181040,-0.199968,51.51441,1,3,2,1,19-07-2005,3,13:25,12,E09000020,5,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002832,2005
403,200501BS70415,527870,179240,-0.159282,51.497592,1,3,2,1,28-07-2005,5,10:00,12,E09000020,3,3216,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002818,2005
404,200501BS70416,524730,179110,-0.204539,51.497125,1,3,1,1,06-08-2005,7,16:20,12,E09000020,3,315,Single carriageway,30,Automatic traffic signal,3,3220,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002867,2005
405,200501BS70417,527410,178200,-0.16628,51.488349,1,3,2,1,02-08-2005,3,19:05,12,E09000020,3,3217,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002903,2005
406,200501BS70419,526600,178610,-0.177793,51.492216,1,3,2,1,03-08-2005,4,13:15,12,E09000020,3,3218,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002820,2005
407,200501BS70420,527610,179120,-0.163068,51.496572,1,3,2,1,06-08-2005,7,16:40,12,E09000020,6,0,Single carriageway,30,Giveway or uncontrolled,4,319,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002818,2005
408,200501BS70421,526170,177690,-0.184312,51.484044,1,2,1,2,03-08-2005,4,00:30,12,E09000020,3,308,Single carriageway,30,Automatic traffic signal,3,3220,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002912,2005
409,200501BS70422,526590,178960,-0.177812,51.495363,1,3,2,1,05-08-2005,6,20:30,12,E09000020,3,4,Single carriageway,30,Giveway or uncontrolled,3,4,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002820,2005
410,200501BS70423,524860,178930,-0.202731,51.495478,1,3,2,2,07-08-2005,1,16:40,12,E09000020,4,314,One way street,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002817,2005
411,200501BS70424,526500,178540,-0.179258,51.491609,1,3,2,1,25-07-2005,2,08:55,12,E09000020,3,3218,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002820,2005
412,200501BS70425,527640,178480,-0.162868,51.490814,1,3,2,1,05-08-2005,6,12:52,12,E09000020,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002861,2005
413,200501BS70426,526500,178940,-0.179115,51.495204,1,3,2,1,27-07-2005,4,19:05,12,E09000020,3,4,Dual carriageway,30,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002835,2005
414,200501BS70427,525510,179470,-0.19318,51.500188,1,3,2,1,28-07-2005,5,16:40,12,E09000020,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002816,2005
415,200501BS70429,524680,181100,-0.204556,51.51502,1,3,1,1,03-08-2005,4,19:20,12,E09000020,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002833,2005
416,200501BS70430,525570,179110,-0.192444,51.496939,1,3,2,1,04-08-2005,5,14:05,12,E09000020,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002813,2005
417,200501BS70431,526030,178410,-0.186071,51.490546,1,3,2,1,10-08-2005,4,23:18,12,E09000020,3,3218,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002898,2005
418,200501BS70432,524550,181370,-0.206333,51.517475,1,3,1,1,05-08-2005,6,16:22,12,E09000020,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002831,2005
419,200501BS70433,526130,177640,-0.184906,51.483603,1,2,2,1,12-08-2005,6,10:35,12,E09000020,3,308,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002912,2005
420,200501BS70434,524110,181810,-0.212516,51.521527,1,3,2,1,09-08-2005,3,11:09,12,E09000020,4,450,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002905,2005
421,200501BS70435,525410,178070,-0.195117,51.487628,1,3,2,1,11-08-2005,5,07:55,12,E09000020,3,3218,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002894,2005
422,200501BS70436,524320,182110,-0.209385,51.524177,1,3,2,1,14-08-2005,1,12:10,12,E09000020,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002852,2005
423,200501BS70437,524360,181190,-0.209133,51.5159,1,3,2,1,02-08-2005,3,15:30,12,E09000020,4,450,Single carriageway,30,Automatic traffic signal,4,412,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002879,2005
424,200501BS70438,524830,181140,-0.202381,51.515347,1,2,2,1,08-08-2005,2,07:08,12,E09000020,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002832,2005
425,200501BS70439,526400,178470,-0.180723,51.491002,1,3,2,1,10-08-2005,4,16:09,12,E09000020,3,3218,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002837,2005
426,200501BS70440,526860,179000,-0.17391,51.495662,1,2,1,1,13-08-2005,7,07:59,12,E09000020,3,4,Dual carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002821,2005
427,200501BS70441,523930,180340,-0.215626,51.508355,1,3,1,8,17-08-2005,4,18:25,12,E09000020,5,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001944,2005
428,200501BS70442,527060,178780,-0.17111,51.49364,1,3,1,1,14-08-2005,1,17:45,12,E09000020,5,0,Dual carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002823,2005
429,200501BS70444,526930,177490,-0.173445,51.482076,1,3,2,2,14-08-2005,1,22:36,12,E09000020,3,3220,Single carriageway,30,Automatic traffic signal,3,3220,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002840,2005
430,200501BS70445,524500,182010,-0.206827,51.523238,1,3,2,1,22-08-2005,2,20:30,12,E09000020,5,0,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002854,2005
431,200501BS70446,526920,177510,-0.173582,51.482258,1,3,1,1,16-08-2005,3,15:11,12,E09000020,3,3220,Single carriageway,30,Automatic traffic signal,3,3220,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002845,2005
432,200501BS70447,525490,179530,-0.193447,51.500731,1,2,2,1,15-08-2005,2,19:55,12,E09000020,3,315,Dual carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002816,2005
433,200501BS70448,523900,182330,-0.215359,51.526246,1,3,2,1,17-08-2005,4,19:46,12,E09000020,4,450,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002852,2005
434,200501BS70449,526170,179190,-0.183777,51.497524,1,3,2,1,31-08-2005,4,16:00,12,E09000020,4,325,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002887,2005
435,200501BS70450,526240,178900,-0.182872,51.494902,1,2,2,1,16-08-2005,3,13:49,12,E09000020,3,4,Dual carriageway,30,Automatic traffic signal,4,325,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002835,2005
436,200501BS70451,523840,180600,-0.216831,51.510711,1,3,2,1,15-08-2005,2,19:21,12,E09000020,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002870,2005
437,200501BS70452,526580,177540,-0.178465,51.482604,1,3,1,1,22-08-2005,2,10:25,12,E09000020,3,3217,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002840,2005
438,200501BS70453,525650,179660,-0.191097,51.501864,1,3,1,2,19-08-2005,6,17:35,12,E09000020,3,315,Single carriageway,30,Automatic traffic signal,3,4204,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002826,2005
439,200501BS70456,525070,178570,-0.199835,51.492197,1,3,2,2,17-08-2005,4,12:25,12,E09000020,3,3220,One way street,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002848,2005
440,200501BS70458,524910,179210,-0.201912,51.497984,1,3,2,1,02-09-2005,6,19:38,12,E09000020,3,315,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002817,2005
441,200501BS70459,524550,181360,-0.206337,51.517386,1,3,1,1,08-08-2005,2,18:19,12,E09000020,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002831,2005
442,200501BS70460,524120,181770,-0.212386,51.521165,1,3,1,1,18-08-2005,5,18:49,12,E09000020,4,450,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002905,2005
443,200501BS70461,526570,177240,-0.178716,51.47991,1,2,2,1,25-08-2005,5,07:18,12,E09000020,5,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002841,2005
444,200501BS70462,526170,177320,-0.184445,51.480718,1,3,2,1,02-09-2005,6,16:30,12,E09000020,3,308,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002843,2005
445,200501BS70463,527390,177650,-0.166766,51.483411,1,3,2,1,25-08-2005,5,15:44,12,E09000020,3,3212,Single carriageway,30,Giveway or uncontrolled,3,3212,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002900,2005
446,200501BS70464,528540,177940,-0.150108,51.485757,1,3,2,3,13-08-2005,7,16:57,12,E09000020,3,3216,Single carriageway,30,Automatic traffic signal,3,3212,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002901,2005
447,200501BS70465,525380,180220,-0.194786,51.506957,1,3,1,1,16-08-2005,3,12:20,12,E09000020,3,4204,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002827,2005
448,200501BS70466,526190,177710,-0.184017,51.484219,1,2,1,1,21-08-2005,1,23:54,12,E09000020,3,308,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002912,2005
449,200501BS70467,526480,177130,-0.180051,51.478942,1,3,2,1,22-08-2005,2,17:34,12,E09000020,5,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002841,2005
450,200501BS70468,526810,178190,-0.174921,51.488394,1,3,3,1,06-09-2005,3,00:10,12,E09000020,5,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002910,2005
451,200501BS70469,525320,180750,-0.195462,51.511733,1,3,2,1,24-08-2005,4,19:20,12,E09000020,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lighting unknown,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002885,2005
452,200501BS70470,524530,181260,-0.20666,51.516491,1,3,2,1,22-08-2005,2,17:50,12,E09000020,4,412,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002831,2005
453,200501BS70471,523800,180680,-0.217379,51.511439,1,3,3,1,09-09-2005,6,16:20,12,E09000020,5,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002870,2005
454,200501BS70472,524770,179120,-0.203959,51.497206,1,3,2,2,18-08-2005,5,20:05,12,E09000020,3,315,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002814,2005
455,200501BS70473,524640,180620,-0.205302,51.510715,1,3,2,1,20-08-2005,7,18:00,12,E09000020,4,450,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002875,2005
456,200501BS70474,526250,178900,-0.182729,51.4949,1,2,1,1,03-09-2005,7,22:55,12,E09000020,3,4,Dual carriageway,50,Automatic traffic signal,4,325,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Other,Dry,None,None,1,Yes,E01002835,2005
457,200501BS70475,524720,179110,-0.204683,51.497127,1,3,1,1,29-08-2005,2,13:15,12,E09000020,3,3220,Single carriageway,30,Automatic traffic signal,3,315,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002867,2005
458,200501BS70479,527300,178110,-0.167896,51.487565,1,3,2,1,01-09-2005,5,18:43,12,E09000020,6,0,Single carriageway,30,Giveway or uncontrolled,3,3217,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002899,2005
459,200501BS70480,525660,179670,-0.190949,51.501952,1,3,1,1,27-08-2005,7,11:40,12,E09000020,3,315,Single carriageway,30,Automatic traffic signal,3,4204,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002826,2005
460,200501BS70481,527830,179460,-0.159778,51.499578,1,3,2,1,26-08-2005,6,15:58,12,E09000020,3,3216,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002818,2005
461,200501BS70482,527250,178780,-0.168374,51.493598,1,3,2,1,30-08-2005,3,09:03,12,E09000020,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002821,2005
462,200501BS70483,524700,180880,-0.204346,51.513039,1,3,2,2,31-08-2005,4,20:09,12,E09000020,4,415,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002882,2005
463,200501BS70484,526520,178030,-0.179153,51.487021,1,3,1,1,27-08-2005,7,11:10,12,E09000020,3,308,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002838,2005
464,200501BS70485,526190,177330,-0.184153,51.480804,1,3,1,1,01-09-2005,5,07:40,12,E09000020,3,308,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002843,2005
465,200501BS70486,524220,181510,-0.211037,51.518806,1,3,2,1,14-09-2005,4,09:25,12,E09000020,4,450,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,Roadworks,None,1,Yes,E01002878,2005
466,200501BS70487,525190,181070,-0.19722,51.514638,1,3,1,1,05-09-2005,2,16:00,1,E09000033,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002886,2005
467,200501BS70488,527920,179610,-0.158428,51.500906,1,3,2,1,30-08-2005,3,08:45,12,E09000020,6,0,One way street,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002818,2005
468,200501BS70489,526600,178960,-0.177668,51.495361,1,3,2,1,07-09-2005,4,09:09,12,E09000020,3,4,Single carriageway,30,Giveway or uncontrolled,3,4,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002820,2005
469,200501BS70490,523720,181420,-0.218272,51.518107,1,3,3,1,02-09-2005,6,16:20,12,E09000020,6,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002877,2005
470,200501BS70491,526170,178680,-0.183959,51.492941,1,3,2,1,29-08-2005,2,12:35,12,E09000020,6,0,Roundabout,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002836,2005
471,200501BS70493,523760,180920,-0.217871,51.513605,1,2,1,1,13-09-2005,3,20:46,12,E09000020,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002877,2005
